Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification,Flag_New,Flag_Old,Flag_Recent,Flag_EcoEngine,Flag_Luxury,Flag_TopSeller,Flag_LowSeller
X6,2024,South America,Silver,Diesel,Automatic,4.3,138004,102080.0,9520,High,0,0,1,0,1,1,0
X6,2016,Africa,Blue,Petrol,Manual,3.3,159938,38487.0,3918,Low,0,1,0,0,0,0,0
5 Series,2018,Middle East,Black,Diesel,Automatic,5.0,19587,79744.0,1875,Low,0,1,0,0,1,0,1
X6,2014,South America,Black,Diesel,Manual,3.8,43236,73574.0,9437,High,0,1,0,0,0,1,0
5 Series,2021,South America,Silver,Diesel,Automatic,2.2,84591,55204.0,604,Low,0,0,1,0,0,0,1
7 Series,2024,Africa,White,Diesel,Automatic,3.2,252,81422.0,4704,Low,1,0,1,0,1,0,0
X6,2010,South America,Blue,Electric,Manual,4.3,90825,98893.0,6918,Low,0,1,0,0,1,0,0
i8,2020,North America,Red,Diesel,Automatic,2.3,165187,45965.0,6383,Low,0,0,1,0,0,0,0
X1,2019,Middle East,Black,Diesel,Manual,4.1,164811,68119.0,3491,Low,0,0,0,0,0,0,0
M5,2024,Asia,Blue,Electric,Manual,1.6,14414,90686.0,9216,High,0,0,1,1,1,1,0
5 Series,2020,South America,Red,Diesel,Manual,4.8,10713,103302.0,5382,Low,0,0,1,0,1,0,0
i3,2017,Africa,Blue,Hybrid,Manual,3.8,27297,80121.0,3872,Low,0,1,0,0,1,0,0
i3,2011,Europe,Black,Diesel,Automatic,2.1,119866,39984.0,4512,Low,0,1,0,0,0,0,0
X1,2015,Africa,White,Electric,Automatic,4.6,128435,84826.0,6250,Low,0,1,0,0,1,0,0
i3,2010,Africa,Blue,Petrol,Manual,1.8,17708,109807.0,8095,High,0,1,0,0,1,1,0
i3,2015,North America,Black,Electric,Manual,2.9,116552,102394.0,9271,High,0,1,0,0,1,1,0
i8,2013,North America,White,Hybrid,Automatic,4.1,85870,108990.0,2813,Low,0,1,0,0,1,0,0
3 Series,2014,South America,Silver,Diesel,Automatic,4.8,1329,106321.0,2471,Low,0,1,0,0,1,0,1
5 Series,2024,Asia,Black,Electric,Manual,2.7,11553,86064.0,5471,Low,0,0,1,0,1,0,0
M3,2019,South America,White,Petrol,Manual,4.4,66741,50597.0,1829,Low,0,0,0,0,0,0,1
i8,2016,South America,Silver,Electric,Manual,2.2,188146,51970.0,1941,Low,0,1,0,0,0,0,1
i3,2022,Asia,Grey,Diesel,Automatic,1.6,134557,92014.0,1633,Low,0,0,1,1,1,0,1
i8,2015,Middle East,White,Petrol,Automatic,1.6,185219,33594.0,9566,High,0,1,0,1,0,1,0
5 Series,2010,Middle East,White,Petrol,Automatic,3.8,33844,99529.0,5086,Low,0,1,0,0,1,0,0
i8,2018,Middle East,Grey,Diesel,Manual,2.0,199831,61923.0,5262,Low,0,1,0,0,0,0,0
M3,2015,North America,Silver,Petrol,Automatic,1.7,155373,34725.0,6169,Low,0,1,0,1,0,0,0
M5,2015,Asia,White,Hybrid,Automatic,4.9,124332,104528.0,555,Low,0,1,0,0,1,0,1
5 Series,2018,Asia,Black,Electric,Manual,2.3,169788,63681.0,4533,Low,0,1,0,0,0,0,0
X1,2021,Asia,Red,Petrol,Manual,3.1,71769,112008.0,5574,Low,0,0,1,0,1,0,0
i8,2019,North America,Blue,Electric,Manual,3.6,34805,115677.0,9026,High,0,0,0,0,1,1,0
M5,2014,South America,Black,Diesel,Automatic,2.0,64902,107389.0,5703,Low,0,1,0,0,1,0,0
X3,2020,Europe,Grey,Hybrid,Manual,2.8,95981,113571.0,302,Low,0,0,1,0,1,0,1
i3,2024,Africa,Grey,Hybrid,Manual,3.8,132594,48013.0,5206,Low,0,0,1,0,0,0,0
3 Series,2015,Asia,Grey,Hybrid,Automatic,3.7,156716,108820.0,8971,High,0,1,0,0,1,1,0
i3,2015,Europe,White,Diesel,Manual,4.4,81492,84848.0,4754,Low,0,1,0,0,1,0,0
M3,2016,Asia,White,Diesel,Manual,3.0,88812,75379.0,7908,High,0,1,0,0,1,1,0
M5,2018,Europe,Grey,Petrol,Manual,4.6,183757,42163.0,9645,High,0,1,0,0,0,1,0
X3,2014,Middle East,Black,Petrol,Automatic,3.9,148465,47644.0,2284,Low,0,1,0,0,0,0,1
M5,2014,Africa,Blue,Diesel,Manual,3.5,74785,100345.0,5548,Low,0,1,0,0,1,0,0
3 Series,2013,South America,Red,Diesel,Automatic,1.9,65161,81576.0,2981,Low,0,1,0,0,1,0,0
i8,2019,Africa,Black,Hybrid,Manual,3.5,149642,73069.0,3755,Low,0,0,0,0,0,0,0
X5,2013,Europe,Blue,Petrol,Manual,3.6,143276,70356.0,6252,Low,0,1,0,0,0,0,0
i8,2021,South America,White,Petrol,Automatic,4.2,151600,88684.0,3295,Low,0,0,1,0,1,0,0
X6,2017,Africa,Red,Petrol,Manual,4.0,137639,116613.0,8169,High,0,1,0,0,1,1,0
X3,2022,North America,White,Diesel,Automatic,3.4,35762,63106.0,6250,Low,0,0,1,0,0,0,0
5 Series,2011,Africa,Silver,Hybrid,Manual,3.6,93510,39591.0,8463,High,0,1,0,0,0,1,0
M3,2019,Middle East,Red,Hybrid,Manual,4.2,107618,103160.0,4265,Low,0,0,0,0,1,0,0
i8,2017,Middle East,White,Electric,Automatic,2.7,14454,86409.0,2989,Low,0,1,0,0,1,0,0
X5,2011,Middle East,Red,Hybrid,Manual,2.0,190695,90502.0,4433,Low,0,1,0,0,1,0,0
i3,2024,South America,Silver,Petrol,Automatic,4.6,31387,106516.0,8074,High,0,0,1,0,1,1,0
X3,2010,Africa,Grey,Electric,Manual,4.9,7822,99804.0,8820,High,0,1,0,0,1,1,0
i3,2019,Africa,Red,Hybrid,Manual,3.0,136040,75883.0,5498,Low,0,0,0,0,1,0,0
X1,2022,Middle East,Grey,Hybrid,Automatic,5.0,27440,83857.0,5805,Low,0,0,1,0,1,0,0
X1,2024,South America,White,Hybrid,Automatic,2.6,62592,110762.0,6317,Low,0,0,1,0,1,0,0
X5,2018,Africa,Red,Electric,Manual,1.7,108337,115826.0,4978,Low,0,1,0,1,1,0,0
X6,2020,Middle East,Black,Electric,Automatic,3.5,146061,59473.0,3142,Low,0,0,1,0,0,0,0
X1,2017,Asia,Silver,Hybrid,Automatic,4.5,140398,65860.0,6563,Low,0,1,0,0,0,0,0
X6,2015,Middle East,Red,Electric,Manual,3.7,176149,78034.0,5346,Low,0,1,0,0,1,0,0
M3,2013,Middle East,White,Petrol,Manual,1.5,160084,76690.0,6184,Low,0,1,0,1,1,0,0
7 Series,2011,South America,Grey,Petrol,Automatic,1.5,176936,81945.0,4559,Low,0,1,0,1,1,0,0
X1,2017,Middle East,Red,Petrol,Automatic,4.0,179108,86472.0,7052,High,0,1,0,0,1,0,0
i3,2012,Africa,Red,Hybrid,Manual,4.5,193361,79270.0,8180,High,0,1,0,0,1,1,0
X3,2019,South America,Grey,Electric,Manual,2.4,67432,81969.0,267,Low,0,0,0,0,1,0,1
X5,2013,North America,Grey,Hybrid,Automatic,3.1,102600,93173.0,6882,Low,0,1,0,0,1,0,0
i3,2014,Middle East,Blue,Hybrid,Manual,4.9,106214,40733.0,7885,High,0,1,0,0,0,1,0
X3,2022,South America,Silver,Hybrid,Manual,3.1,120798,83126.0,6937,Low,0,0,1,0,1,0,0
M3,2013,North America,Blue,Electric,Manual,2.0,117764,98150.0,7298,High,0,1,0,0,1,0,0
3 Series,2020,South America,Black,Hybrid,Manual,4.7,114206,52115.0,9316,High,0,0,1,0,0,1,0
X5,2017,Middle East,Red,Electric,Manual,3.2,192085,78363.0,8629,High,0,1,0,0,1,1,0
X1,2018,Asia,Blue,Electric,Manual,2.7,173880,42341.0,8242,High,0,1,0,0,0,1,0
X6,2023,North America,Silver,Hybrid,Manual,1.8,15246,38188.0,7169,High,0,0,1,0,0,0,0
X3,2023,Asia,Red,Electric,Automatic,3.1,10329,109782.0,5022,Low,0,0,1,0,1,0,0
i8,2023,South America,Silver,Petrol,Automatic,4.2,97564,63541.0,3019,Low,0,0,1,0,0,0,0
M5,2010,Middle East,Silver,Petrol,Manual,4.0,185781,69922.0,6744,Low,0,1,0,0,0,0,0
M3,2011,Africa,Silver,Electric,Automatic,3.2,182440,41815.0,7713,High,0,1,0,0,0,1,0
3 Series,2021,Asia,Black,Electric,Manual,4.0,95706,91413.0,1029,Low,0,0,1,0,1,0,1
X1,2013,Middle East,White,Electric,Manual,2.7,128801,97993.0,3391,Low,0,1,0,0,1,0,0
X3,2010,Asia,Grey,Petrol,Manual,4.1,148180,108778.0,4631,Low,0,1,0,0,1,0,0
5 Series,2020,Middle East,Blue,Petrol,Manual,1.8,79051,105028.0,4669,Low,0,0,1,0,1,0,0
X1,2015,Middle East,Grey,Petrol,Manual,2.2,154658,71201.0,2179,Low,0,1,0,0,0,0,1
i3,2024,Europe,Silver,Electric,Automatic,4.6,11702,50895.0,7682,High,0,0,1,0,0,1,0
i8,2021,Europe,Red,Petrol,Manual,2.5,44257,74606.0,3653,Low,0,0,1,0,0,0,0
X6,2014,Asia,Silver,Petrol,Automatic,2.2,94752,106223.0,5305,Low,0,1,0,0,1,0,0
i8,2022,Asia,White,Diesel,Manual,1.8,16681,87524.0,3514,Low,0,0,1,0,1,0,0
7 Series,2016,North America,Grey,Hybrid,Automatic,2.9,82262,88669.0,3233,Low,0,1,0,0,1,0,0
7 Series,2021,Europe,Grey,Electric,Automatic,1.7,83847,45044.0,6372,Low,0,0,1,1,0,0,0
M3,2015,Asia,Blue,Hybrid,Automatic,3.2,146533,45893.0,2898,Low,0,1,0,0,0,0,0
3 Series,2023,Middle East,Red,Diesel,Manual,4.7,110162,55475.0,3699,Low,0,0,1,0,0,0,0
5 Series,2023,North America,White,Petrol,Manual,4.3,159097,89754.0,8442,High,0,0,1,0,1,1,0
X1,2012,South America,Red,Electric,Manual,1.6,40946,101545.0,4414,Low,0,1,0,1,1,0,0
X1,2014,Middle East,Red,Hybrid,Automatic,2.5,178146,98764.0,8911,High,0,1,0,0,1,1,0
X3,2012,Middle East,Blue,Electric,Automatic,2.2,11764,72682.0,2344,Low,0,1,0,0,0,0,1
i3,2018,Asia,Grey,Petrol,Manual,1.7,58105,39530.0,9690,High,0,1,0,1,0,1,0
X5,2011,Europe,Blue,Diesel,Manual,1.9,156542,54964.0,334,Low,0,1,0,0,0,0,1
M5,2015,Asia,Silver,Petrol,Manual,4.7,135325,42845.0,9714,High,0,1,0,0,0,1,0
X1,2018,South America,White,Petrol,Automatic,2.6,134764,43316.0,1345,Low,0,1,0,0,0,0,1
M3,2019,Africa,Blue,Petrol,Manual,2.9,118107,73886.0,9482,High,0,0,0,0,0,1,0
X6,2016,Asia,White,Diesel,Manual,3.2,14616,43247.0,5546,Low,0,1,0,0,0,0,0
7 Series,2014,Middle East,Grey,Diesel,Manual,4.1,58637,94908.0,6684,Low,0,1,0,0,1,0,0
X6,2011,North America,Blue,Petrol,Manual,4.3,165184,66161.0,9769,High,0,1,0,0,0,1,0
i8,2011,Asia,White,Hybrid,Manual,4.9,197132,86454.0,8526,High,0,1,0,0,1,1,0
X3,2013,Europe,Blue,Diesel,Manual,2.2,51544,55888.0,8623,High,0,1,0,0,0,1,0
X5,2019,Asia,Grey,Diesel,Automatic,2.6,23051,100292.0,8781,High,0,0,0,0,1,1,0
X6,2021,Africa,Red,Diesel,Automatic,2.6,123031,34371.0,5411,Low,0,0,1,0,0,0,0
X6,2011,South America,Black,Hybrid,Automatic,3.1,68168,31171.0,2953,Low,0,1,0,0,0,0,0
i8,2021,Middle East,Silver,Diesel,Automatic,4.3,82469,76753.0,8208,High,0,0,1,0,1,1,0
M5,2022,Asia,Blue,Hybrid,Automatic,2.3,77619,31285.0,8740,High,0,0,1,0,0,1,0
M3,2022,North America,White,Hybrid,Automatic,4.2,93509,39099.0,5328,Low,0,0,1,0,0,0,0
3 Series,2017,North America,Blue,Diesel,Manual,2.2,132130,112587.0,934,Low,0,1,0,0,1,0,1
X3,2019,South America,Grey,Hybrid,Automatic,4.0,5764,36964.0,724,Low,0,0,0,0,0,0,1
X5,2016,Middle East,Red,Electric,Automatic,4.3,54569,44278.0,4721,Low,0,1,0,0,0,0,0
X6,2016,Asia,White,Diesel,Automatic,4.5,41683,114438.0,5532,Low,0,1,0,0,1,0,0
3 Series,2012,Africa,White,Hybrid,Manual,3.3,126415,41130.0,6767,Low,0,1,0,0,0,0,0
i3,2016,Europe,Blue,Electric,Manual,2.7,184083,70391.0,4558,Low,0,1,0,0,0,0,0
i3,2017,Europe,Blue,Petrol,Manual,4.2,124145,85955.0,937,Low,0,1,0,0,1,0,1
X5,2014,Middle East,Black,Diesel,Automatic,2.6,177429,31232.0,1364,Low,0,1,0,0,0,0,1
i3,2010,Asia,Grey,Hybrid,Automatic,2.0,32946,89509.0,9821,High,0,1,0,0,1,1,0
i3,2024,Middle East,Red,Electric,Automatic,4.4,7510,34920.0,9618,High,0,0,1,0,0,1,0
3 Series,2010,North America,Silver,Hybrid,Manual,2.9,29304,99804.0,7403,High,0,1,0,0,1,0,0
X6,2021,Asia,Blue,Hybrid,Manual,3.5,75616,85548.0,5092,Low,0,0,1,0,1,0,0
X5,2020,Africa,Silver,Diesel,Automatic,4.7,172661,80865.0,1454,Low,0,0,1,0,1,0,1
M3,2023,North America,Grey,Petrol,Automatic,2.0,194982,51332.0,130,Low,0,0,1,0,0,0,1
M5,2013,Asia,Blue,Hybrid,Manual,3.5,24952,84883.0,1421,Low,0,1,0,0,1,0,1
7 Series,2011,South America,Silver,Hybrid,Manual,3.5,183451,119167.0,391,Low,0,1,0,0,1,0,1
i3,2016,North America,Black,Hybrid,Manual,4.5,68014,104313.0,6221,Low,0,1,0,0,1,0,0
M3,2022,North America,Red,Hybrid,Manual,2.7,18287,113933.0,6191,Low,0,0,1,0,1,0,0
X6,2012,Africa,Grey,Electric,Automatic,2.9,48379,35235.0,4171,Low,0,1,0,0,0,0,0
X6,2021,Middle East,White,Petrol,Automatic,3.3,72775,53005.0,1862,Low,0,0,1,0,0,0,1
5 Series,2013,North America,Grey,Petrol,Manual,2.1,137461,90142.0,4262,Low,0,1,0,0,1,0,0
X6,2018,Africa,White,Petrol,Automatic,3.1,6577,116580.0,5187,Low,0,1,0,0,1,0,0
5 Series,2011,Asia,Silver,Electric,Manual,3.0,15152,80204.0,3565,Low,0,1,0,0,1,0,0
7 Series,2021,Middle East,Blue,Hybrid,Manual,2.2,109003,76162.0,9072,High,0,0,1,0,1,1,0
X3,2017,Europe,Red,Diesel,Manual,4.4,97570,75788.0,8399,High,0,1,0,0,1,1,0
M3,2010,South America,Grey,Petrol,Automatic,3.0,57423,68213.0,4146,Low,0,1,0,0,0,0,0
3 Series,2012,Middle East,Silver,Petrol,Manual,2.6,169543,51338.0,5499,Low,0,1,0,0,0,0,0
5 Series,2013,South America,Red,Diesel,Automatic,2.0,22745,43067.0,5664,Low,0,1,0,0,0,0,0
M3,2023,Middle East,Grey,Hybrid,Manual,1.8,112548,98681.0,955,Low,0,0,1,0,1,0,1
X3,2015,Africa,Blue,Diesel,Automatic,4.9,103912,73225.0,8282,High,0,1,0,0,0,1,0
X6,2010,North America,Black,Electric,Manual,5.0,11592,69194.0,885,Low,0,1,0,0,0,0,1
M5,2023,Asia,Silver,Petrol,Automatic,4.6,171644,63655.0,5369,Low,0,0,1,0,0,0,0
3 Series,2017,Middle East,Silver,Petrol,Manual,3.1,48185,36320.0,3474,Low,0,1,0,0,0,0,0
5 Series,2011,Europe,Red,Electric,Manual,4.3,20167,87429.0,8211,High,0,1,0,0,1,1,0
i8,2014,South America,Black,Hybrid,Automatic,4.4,11521,114154.0,824,Low,0,1,0,0,1,0,1
X1,2015,Middle East,Silver,Petrol,Automatic,2.5,28849,58590.0,7247,High,0,1,0,0,0,0,0
M5,2017,Europe,Red,Electric,Automatic,3.6,161524,51947.0,7117,High,0,1,0,0,0,0,0
5 Series,2012,North America,Blue,Electric,Automatic,4.8,62549,91822.0,9281,High,0,1,0,0,1,1,0
X6,2021,Middle East,Silver,Petrol,Manual,2.5,894,47506.0,5077,Low,1,0,1,0,0,0,0
X3,2018,North America,Grey,Electric,Manual,3.8,139374,88944.0,7741,High,0,1,0,0,1,1,0
i3,2021,Europe,Silver,Diesel,Automatic,3.8,107636,116169.0,8821,High,0,0,1,0,1,1,0
3 Series,2014,Middle East,Silver,Electric,Automatic,3.1,184285,62361.0,5029,Low,0,1,0,0,0,0,0
3 Series,2017,Europe,Silver,Petrol,Automatic,3.2,117455,66078.0,3138,Low,0,1,0,0,0,0,0
i8,2013,Asia,Blue,Hybrid,Automatic,3.1,60975,117802.0,6641,Low,0,1,0,0,1,0,0
i8,2021,North America,Red,Petrol,Automatic,3.3,197210,88970.0,6990,Low,0,0,1,0,1,0,0
M3,2018,North America,Blue,Petrol,Manual,2.0,43296,100636.0,5461,Low,0,1,0,0,1,0,0
X5,2017,Middle East,White,Petrol,Automatic,4.3,147397,34815.0,9807,High,0,1,0,0,0,1,0
M3,2014,Asia,Silver,Electric,Manual,3.8,79325,97521.0,5740,Low,0,1,0,0,1,0,0
3 Series,2012,South America,Blue,Electric,Automatic,4.9,128937,69869.0,1111,Low,0,1,0,0,0,0,1
X1,2010,Europe,Blue,Electric,Manual,2.4,76697,82646.0,7470,High,0,1,0,0,1,0,0
i8,2024,Asia,Black,Diesel,Automatic,2.0,100813,37561.0,6660,Low,0,0,1,0,0,0,0
X6,2014,South America,Grey,Hybrid,Automatic,2.7,112862,82428.0,5126,Low,0,1,0,0,1,0,0
7 Series,2014,Africa,Blue,Diesel,Manual,3.3,17338,36589.0,6846,Low,0,1,0,0,0,0,0
5 Series,2013,Asia,Blue,Petrol,Manual,2.2,127879,46299.0,1428,Low,0,1,0,0,0,0,1
M5,2019,South America,Silver,Electric,Manual,3.1,167046,49277.0,5480,Low,0,0,0,0,0,0,0
5 Series,2019,North America,Silver,Electric,Automatic,3.7,158681,68719.0,7831,High,0,0,0,0,0,1,0
X6,2017,Asia,Blue,Electric,Automatic,1.7,56724,47280.0,4791,Low,0,1,0,1,0,0,0
i3,2012,Middle East,Blue,Hybrid,Automatic,4.2,193937,68345.0,1384,Low,0,1,0,0,0,0,1
M5,2021,Europe,White,Electric,Automatic,4.8,67281,107233.0,8315,High,0,0,1,0,1,1,0
M5,2019,South America,Red,Petrol,Automatic,2.4,147968,43962.0,8014,High,0,0,0,0,0,1,0
7 Series,2018,Middle East,Grey,Electric,Manual,4.2,135386,52737.0,4019,Low,0,1,0,0,0,0,0
M3,2012,Africa,Grey,Petrol,Manual,3.0,181083,49497.0,9830,High,0,1,0,0,0,1,0
3 Series,2013,South America,White,Electric,Manual,3.8,166757,65122.0,8212,High,0,1,0,0,0,1,0
5 Series,2015,Middle East,Grey,Petrol,Automatic,4.1,13185,66848.0,7661,High,0,1,0,0,0,1,0
X6,2018,Africa,White,Hybrid,Manual,2.5,189717,111468.0,7673,High,0,1,0,0,1,1,0
M3,2019,Africa,Silver,Petrol,Automatic,4.3,101651,85866.0,5171,Low,0,0,0,0,1,0,0
X5,2011,Africa,Red,Hybrid,Automatic,1.9,17101,78673.0,721,Low,0,1,0,0,1,0,1
X3,2011,Middle East,Grey,Petrol,Manual,5.0,158626,111249.0,5089,Low,0,1,0,0,1,0,0
3 Series,2011,Middle East,Red,Hybrid,Automatic,2.7,158376,65232.0,489,Low,0,1,0,0,0,0,1
X5,2014,South America,Black,Electric,Automatic,2.3,106311,71719.0,8387,High,0,1,0,0,0,1,0
7 Series,2015,North America,Black,Hybrid,Manual,2.0,176089,98773.0,7637,High,0,1,0,0,1,1,0
7 Series,2012,Europe,Silver,Electric,Automatic,4.3,62743,58982.0,5743,Low,0,1,0,0,0,0,0
X3,2012,Asia,Black,Electric,Manual,3.6,16228,42876.0,2313,Low,0,1,0,0,0,0,1
i3,2011,Africa,White,Hybrid,Manual,4.8,57509,88272.0,6442,Low,0,1,0,0,1,0,0
7 Series,2020,Europe,Red,Petrol,Automatic,3.8,43214,74707.0,3111,Low,0,0,1,0,0,0,0
X6,2015,South America,Silver,Diesel,Manual,2.7,98548,77259.0,6897,Low,0,1,0,0,1,0,0
X5,2010,North America,Red,Hybrid,Automatic,4.4,11755,89248.0,2962,Low,0,1,0,0,1,0,0
M3,2018,South America,Blue,Electric,Manual,2.5,117107,108637.0,1810,Low,0,1,0,0,1,0,1
3 Series,2024,Asia,Black,Diesel,Manual,2.5,110434,77160.0,7462,High,0,0,1,0,1,0,0
5 Series,2020,North America,Black,Petrol,Automatic,1.6,32293,82711.0,158,Low,0,0,1,1,1,0,1
i3,2019,Middle East,Red,Hybrid,Automatic,2.4,90832,82734.0,8821,High,0,0,0,0,1,1,0
X1,2013,Asia,Silver,Petrol,Automatic,2.4,9182,89153.0,7850,High,0,1,0,0,1,1,0
5 Series,2023,Asia,Red,Diesel,Manual,2.5,186049,68925.0,9063,High,0,0,1,0,0,1,0
X6,2011,Africa,Blue,Hybrid,Manual,2.8,38916,42832.0,6171,Low,0,1,0,0,0,0,0
i3,2022,Middle East,Grey,Electric,Automatic,3.5,78593,114013.0,7061,High,0,0,1,0,1,0,0
i3,2021,South America,Black,Diesel,Manual,2.3,184833,76037.0,9653,High,0,0,1,0,1,1,0
3 Series,2015,Africa,Black,Diesel,Automatic,3.7,31705,56358.0,8617,High,0,1,0,0,0,1,0
3 Series,2014,Europe,Blue,Hybrid,Automatic,2.0,35876,110796.0,5813,Low,0,1,0,0,1,0,0
X3,2012,Middle East,Grey,Petrol,Manual,4.8,113801,75583.0,7996,High,0,1,0,0,1,1,0
X1,2022,North America,Red,Diesel,Manual,1.6,99034,58910.0,3058,Low,0,0,1,1,0,0,0
X5,2012,Middle East,Red,Diesel,Manual,4.7,161607,52175.0,2158,Low,0,1,0,0,0,0,1
7 Series,2014,Africa,Silver,Electric,Automatic,3.4,154697,73239.0,4602,Low,0,1,0,0,0,0,0
X1,2013,North America,Blue,Electric,Manual,4.0,36346,109305.0,6767,Low,0,1,0,0,1,0,0
5 Series,2014,North America,Red,Diesel,Manual,2.5,6242,68111.0,4483,Low,0,1,0,0,0,0,0
5 Series,2011,Middle East,Silver,Diesel,Automatic,2.1,164887,68301.0,8529,High,0,1,0,0,0,1,0
i8,2020,Africa,Black,Hybrid,Automatic,4.8,170334,55969.0,9009,High,0,0,1,0,0,1,0
i8,2010,Africa,Grey,Hybrid,Automatic,3.0,5379,84244.0,6551,Low,0,1,0,0,1,0,0
5 Series,2014,South America,Grey,Petrol,Automatic,3.2,87437,38221.0,6976,Low,0,1,0,0,0,0,0
3 Series,2020,Europe,Silver,Diesel,Automatic,4.9,132963,111496.0,5566,Low,0,0,1,0,1,0,0
X5,2010,Europe,Grey,Diesel,Automatic,2.7,96025,71744.0,1738,Low,0,1,0,0,0,0,1
i3,2012,Africa,White,Electric,Manual,1.9,135027,112155.0,6674,Low,0,1,0,0,1,0,0
5 Series,2017,North America,White,Electric,Automatic,3.6,118810,98172.0,7457,High,0,1,0,0,1,0,0
X6,2024,North America,Red,Petrol,Manual,3.4,135813,108198.0,8045,High,0,0,1,0,1,1,0
3 Series,2020,South America,Black,Electric,Manual,4.2,132634,48986.0,4894,Low,0,0,1,0,0,0,0
i8,2017,Asia,White,Hybrid,Automatic,4.8,156941,68495.0,657,Low,0,1,0,0,0,0,1
7 Series,2018,North America,Silver,Hybrid,Automatic,2.6,195179,42135.0,1523,Low,0,1,0,0,0,0,1
M3,2010,Middle East,Black,Electric,Manual,4.0,168725,39651.0,2725,Low,0,1,0,0,0,0,0
i3,2013,South America,Red,Diesel,Manual,3.0,98736,85859.0,7144,High,0,1,0,0,1,0,0
i3,2015,South America,Red,Petrol,Automatic,4.2,199042,84044.0,9223,High,0,1,0,0,1,1,0
5 Series,2016,Middle East,Red,Hybrid,Manual,2.1,147583,117771.0,7161,High,0,1,0,0,1,0,0
7 Series,2014,Europe,Blue,Petrol,Manual,3.3,71624,46934.0,7104,High,0,1,0,0,0,0,0
X6,2022,South America,Grey,Petrol,Automatic,1.8,20815,113483.0,9594,High,0,0,1,0,1,1,0
i8,2016,North America,Red,Petrol,Automatic,3.5,49129,62403.0,7539,High,0,1,0,0,0,1,0
3 Series,2020,Middle East,Grey,Hybrid,Manual,2.1,58032,117306.0,8378,High,0,0,1,0,1,1,0
5 Series,2024,Africa,White,Petrol,Automatic,4.9,47896,80016.0,9467,High,0,0,1,0,1,1,0
M3,2019,North America,Red,Electric,Manual,3.4,12058,53757.0,7436,High,0,0,0,0,0,0,0
3 Series,2017,Europe,Black,Electric,Automatic,3.4,41690,106580.0,4369,Low,0,1,0,0,1,0,0
M3,2019,Middle East,White,Electric,Manual,4.9,181633,117390.0,4794,Low,0,0,0,0,1,0,0
X3,2015,North America,Red,Diesel,Automatic,3.2,41493,32809.0,8845,High,0,1,0,0,0,1,0
3 Series,2020,Asia,Black,Petrol,Automatic,3.9,78401,64650.0,3716,Low,0,0,1,0,0,0,0
X1,2013,Africa,Silver,Diesel,Manual,1.7,65839,109445.0,305,Low,0,1,0,1,1,0,1
X5,2010,South America,White,Hybrid,Manual,4.0,166068,58296.0,5354,Low,0,1,0,0,0,0,0
M3,2020,Asia,Black,Petrol,Automatic,1.9,104566,119614.0,2131,Low,0,0,1,0,1,0,1
X1,2014,Europe,Silver,Diesel,Manual,4.2,87936,108012.0,6100,Low,0,1,0,0,1,0,0
X6,2019,Asia,Red,Hybrid,Automatic,4.6,39861,119218.0,8299,High,0,0,0,0,1,1,0
X3,2019,North America,Black,Electric,Manual,2.6,188966,57780.0,4900,Low,0,0,0,0,0,0,0
i8,2019,Europe,Grey,Hybrid,Automatic,4.6,86537,108323.0,3155,Low,0,0,0,0,1,0,0
X6,2013,Middle East,Blue,Hybrid,Manual,3.2,62711,92801.0,8817,High,0,1,0,0,1,1,0
M3,2014,North America,Black,Hybrid,Manual,3.5,132004,60209.0,1919,Low,0,1,0,0,0,0,1
X3,2013,South America,White,Electric,Manual,2.9,111917,78338.0,4566,Low,0,1,0,0,1,0,0
i8,2018,North America,White,Electric,Manual,3.2,86800,57498.0,3212,Low,0,1,0,0,0,0,0
5 Series,2012,Africa,Black,Hybrid,Automatic,4.7,184706,51944.0,8259,High,0,1,0,0,0,1,0
i3,2012,Middle East,Red,Electric,Automatic,4.8,118603,56924.0,6235,Low,0,1,0,0,0,0,0
i8,2024,South America,Silver,Diesel,Manual,3.1,53434,64882.0,1125,Low,0,0,1,0,0,0,1
X3,2019,Europe,Grey,Hybrid,Automatic,3.3,21231,38982.0,6683,Low,0,0,0,0,0,0,0
5 Series,2016,Asia,White,Petrol,Automatic,1.9,96922,89323.0,419,Low,0,1,0,0,1,0,1
X3,2011,South America,Blue,Electric,Manual,2.6,7694,85726.0,4592,Low,0,1,0,0,1,0,0
3 Series,2018,Europe,Red,Petrol,Automatic,3.3,83684,104900.0,3022,Low,0,1,0,0,1,0,0
i3,2017,North America,White,Electric,Automatic,2.2,49704,113298.0,668,Low,0,1,0,0,1,0,1
X5,2021,Asia,Black,Petrol,Manual,3.5,4802,78399.0,4718,Low,0,0,1,0,1,0,0
X6,2023,North America,White,Hybrid,Automatic,3.9,86404,63068.0,4499,Low,0,0,1,0,0,0,0
5 Series,2015,North America,Grey,Electric,Automatic,3.8,115134,105342.0,7051,High,0,1,0,0,1,0,0
7 Series,2023,North America,Red,Hybrid,Automatic,3.0,179041,104538.0,8765,High,0,0,1,0,1,1,0
i3,2022,South America,Black,Petrol,Manual,4.2,147596,91853.0,7037,High,0,0,1,0,1,0,0
3 Series,2018,Africa,White,Diesel,Manual,2.6,150104,112888.0,9284,High,0,1,0,0,1,1,0
